code_fichier,annee_deb,annee_fin,corpus SODUCO,coll_nt,collection,coll_titre,serie_nt,serie,Série_titre,code_ouvrage,Note_tableau_overleaf,partie,volume,exemplaire,code_exemplaire,ref_ouvrage_ouinon,titre ouvrage,source_in_title,source_in_resources,Version_num_ftpign,Vnum_lien_Gallica,Vnum_lien_retronews,Vnum_autre_source,Vnum_autre_source_lien,link,overview,titre_complement,contenant,redacteur,lieu_redac,format,prix,imprimeur,chez,sourcecoll,ScanBN,Notice BNF,archives,nl
Didot_1848a,1848,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1848,4.0,a,,ex1,Didot_1848_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1848",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6315927h,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63239616,https://gallica.bnf.fr/ark:/12148/bpt6k63239616.lowres,"ou Almanach des 500,000 adresses, de Paris, des départements, et des pays étrangers, classées pour Paris, 1° par ordre alphabétique ; - 2° par rues et numéros ; - 3° par professions, 1848, 11e année de la publication. [Contenant en outre : 1° L'état de tous les chemins de fer français construits ou en voie de construction; 2° La liste générale des adresses par ordre alphabétique ; 3° la liste des banquiers, négocians, fabricans, inventeurs, etc. , pour Paris, les départements et les principales villes du monde. 4° les adresses des rues de Paris classées par rues et numéros de maison ;  5° la statistique commerciale et industrielle des départements ; 6° le tarif de la grande et de la petite voirie ;  7° Le tableau des monaies de tous les peuples de l'univers ;  8° la bibliographie annuelle des jornaux périodiques, revues, recueils, bulletins scientifiques et autres, publiés à Paris ; 9° la liste des magistrats et administrateurs, etc. ; 10° l'indication des Ministères, des Académies, sociétés savantes, chambres et bourses de commerce, cercles, bibliothèques et musées, journaux, théâtres, messageries, compagnies d'assurance, etc.,etc. ; 11° le tableau des jours et heures d'entrées aux différents ministères; 12° les principales foires du Royaume, au nombre de près de 2,000, placées à la suite du nom de chaque commune ; 13° l'indication des édifices et sites remarquables de chaque localité ; 14° la nomenclature rectifiée des rues, quais, cours, passages, boulevards, etc. ,  de Paris ; 15° le commerce et l'industrie de tous les états étrangers.]",,Publié par Firmin Didot Frères,"A Paris, Chez Firmin-Didot frères, Imprimeurs-libraires de l'Institut, rue Jacob, n°56",Grand in-8 de 123 feuilles 1/2,"12 frs (broché) ; 13,50frs (cartonné), 14 frs (relié)","Imprimerie de F. Didot, à Paris. [Typographie de Firmin Didot Frères, rue Jacob 56]",,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,139.0
Didot_1848b,1848,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1848,4.0,b,,ex1,Didot_1848_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63239616,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63239616,https://gallica.bnf.fr/ark:/12148/bpt6k63239616.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,140.0
Didot_1849a,1849,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1849,4.0,a,,ex1,Didot_1849_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1849",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6319106t,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6341277k,https://gallica.bnf.fr/ark:/12148/bpt6k6341277k.lowres,"ou Almanach des 500,000 adresses, de Paris, des départements, et des pays étrangers, classées pour Paris, 1° par ordre alphabétique ; - 2° par rues et numéros ; - 3° par professions, 1849, 12e année de la publication. [Contenant : 1° La constitution ; 2° Le gouvernement, présidence, représentants du peuple, Conseil d'état, Ministères, Cours, Tribunaux, Chambre de commerce, Bourse, Académie, Lycèes, Collèges, Bibliothèques, Musées ; 3° Les administrations de Paris, Préfecture de la Seine, Préfecture de Police, Hospices, établissement philantropiques, Société savantes, Journaux; 4° Société et entreprises diverses, assurances, bateaux à vapeur, chemin de fer, Messageries, Théâtres, Cercles, etc. ;  5° Le tableau des monaies de tous les peuples de l'univers ; 6° la nomenclature des rues, quais, cours, passages, boulevards ; 7° les adresses des habitants de Paris classées par rues et numéros de maison ; 8° La liste générale des adresses des habitans de Paris ; 9° la liste des banquiers, négociants, fabricants, classée par ordre de professions ; 10° la statistique commerciale et industrielle des départements ; 11° les principales foires du Royaume, au nombre de près de 2,000, placées à la fin de la statistique des communes ; 12° la liste des banquiers, négociants, fabricants des départements, des colonies françaises, et des principales villes des pays étrangers ; 13°  Table géographique ; 14° Table des matières.]",,Publié par Firmin Didot Frères,"A Paris, Chez Firmin-Didot frères, Imprimeurs-libraires de l'Institut, rue Jacob, n°56",,"12 frs (broché) ; 13,50frs (cartonné), 14 frs (relié)","Imprimerie de F. Didot, à Paris. [Typographie de Firmin Didot Frères, rue Jacob 56]",,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,141.0
Didot_1849b,1849,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1849,4.0,b,,ex1,Didot_1849_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6341277k,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6341277k,https://gallica.bnf.fr/ark:/12148/bpt6k6341277k.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,142.0
Didot_1850a,1850,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1850,4.0,a,,ex1,Didot_1850_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1849",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6315985z,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6293219w,https://gallica.bnf.fr/ark:/12148/bpt6k6293219w.lowres,"ou Almanach des 500,000 adresses, de Paris, des départements, et des pays étrangers, classées pour Paris, 1° par ordre alphabétique ; - 2° par rues et numéros ; - 3° par professions, 1850, 13e année de la publication. [Contenant : 1° La constitution ; 2° Le gouvernement, présidence, représentants du peuple, Conseil d'état, Ministères, Cours, Tribunaux, Chambre de commerce, Bourse, Académie, Lycèes, Collèges, Bibliothèques, Musées ; 3° Les administrations de Paris, Préfecture de la Seine, Préfecture de Police, Mairies ; 4° La liste générale des adresses des habitans de Paris ; 5° la liste des banquiers, négociants, fabricants, classée par ordre de professions ;  Entreprises diverses, assurances, bateaux à vapeur, chemin de fer, Journaux, société savantes, Spectacles, Messageries, etc. ; 6° la nomenclature des rues, quais, cours, passages, boulevards ; 7° les adresses des habitants de Paris classées par rues et numéros de maison ; 8° Le tableau des monaies de tous les peuples de l'univers ; 9° la statistique commerciale et industrielle des départements ; 10° les principales foires du Royaume, au nombre de près de 2,000, placées à la fin de la statistique des communes ; 11° la liste des banquiers, négociants, fabricants des départements, des colonies françaises, et des principales villes des pays étrangers ; 12° Table géographique ; 13° Table des matières.]",,Publié par Firmin Didot Frères,"A Paris, Chez Firmin-Didot frères, Imprimeurs-libraires de l'Institut, rue Jacob, n°56",,"12 frs (broché) ; 13,50frs (cartonné), 14 frs (relié)","Imprimerie de F. Didot, à Paris. [Typographie de Firmin Didot Frères, rue Jacob 56]",,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,143.0
Didot_1850b,1850,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1850,4.0,b,,ex1,Didot_1850_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6293219w,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6293219w,https://gallica.bnf.fr/ark:/12148/bpt6k6293219w.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,144.0
Didot_1851_ex2,1851,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1851,,,,ex2,Didot_1851_ex2,,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration 1851",Aucun exemplaire numérique trouvé dans le cadre du projet.,,photos,,,,,,,,,,,,,,,,,,,145.0
Didot_1851a,1851,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1851,4.0,a,,ex1,Didot_1851_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration 1851",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63959929,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63706673,https://gallica.bnf.fr/ark:/12148/bpt6k63706673.lowres,"ou Almanach des 500 000 adresses , de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par rues et numéros. - 3° par professions. 1851, 14ème année de publication. 2144 p.",,publié par Firmin-Didot frères,"A Paris, Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,146.0
Didot_1851b,1851,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1851,4.0,b,,ex1,Didot_1851_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63706673,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63706673,https://gallica.bnf.fr/ark:/12148/bpt6k63706673.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,147.0
Didot_1852a,1852,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1852,4.0,a,,ex1,Didot_1852_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration 1852 ",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63197984,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6322511m,https://gallica.bnf.fr/ark:/12148/bpt6k6322511m.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par professions. - 3° par rues et numéros. 1852, 15ème année de publication.",,publié par Firmin-Didot frères,"A Paris, Chez Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56; et à Londres, Chez M. de Bernardy, 20, John Street, Adelphi. xxxx",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,148.0
Didot_1852b,1852,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1852,4.0,b,,ex1,Didot_1852_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6322511m,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6322511m,https://gallica.bnf.fr/ark:/12148/bpt6k6322511m.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,149.0
Didot_1853a,1853,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1853,4.0,a,,ex1,Didot_1853_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration 1853",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6389871r,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6314697t,https://gallica.bnf.fr/ark:/12148/bpt6k6314697t.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par professions. - 3° par rues et numéros. 1853, 16ème année de publication. ",,publié par Firmin-Didot frères,"A Paris, Chez Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56; et à Londres, Chez M. de Bernardy, 20, John Street, Adelphi. xxxx",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,150.0
Didot_1853b,1853,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1853,4.0,b,,ex1,Didot_1853_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6314697t,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6314697t,https://gallica.bnf.fr/ark:/12148/bpt6k6314697t.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,151.0
Didot_1854a,1854,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1854,4.0,a,,ex1,Didot_1854_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1854",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6319811j,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6370933b,https://gallica.bnf.fr/ark:/12148/bpt6k6370933b.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par professions. - 3° par rues et numéros;  1854, 17ème année de publication.",,publié par Firmin-Didot frères,"A Paris, Chez Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56; et à Londres, Chez M. de Bernardy, 9, Northumberland Street, Strand",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,152.0
Didot_1854b,1854,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1854,4.0,b,,ex1,Didot_1854_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6370933b,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6370933b,https://gallica.bnf.fr/ark:/12148/bpt6k6370933b.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,153.0
Didot_1855a,1855,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1855,4.0,a,,ex1,Didot_1855_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1855",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6282019m,,,https://catalog.hathitrust.org/Record/100200803,https://gallica.bnf.fr/ark:/12148/bpt6k6324391k,https://gallica.bnf.fr/ark:/12148/bpt6k6324391k.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par professions. - 3° par rues et numéros;  1855, 18ème année de publication.",,publié par Firmin-Didot frères,"A Paris, Chez Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56.",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,154.0
Didot_1855b,1855,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1855,4.0,b,,ex1,Didot_1855_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6324391k,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6324391k,https://gallica.bnf.fr/ark:/12148/bpt6k6324391k.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,155.0
Didot_1856a,1856,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1856,4.0,a,,ex1,Didot_1856_ex1,oui,"Annuaire général du commerce, de l'industrie, de la magistrature et de l'administration, 1856",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6314752k,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6313031p,https://gallica.bnf.fr/ark:/12148/bpt6k6313031p.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, classées, pour Paris, 1° par ordre alphabétique. - 2° par professions. - 3° par rues et numéros;  1856, 19ème année de publication.",,publié par Firmin-Didot frères,"A Paris, Chez Firmin-Didot frères, imprimeurs-libraires de l'Institut, rue Jacob, 56.",,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,156.0
Didot_1856b,1856,,00_corpus,12000:Didot,Didot,,12003:Didot,Didot,,Didot_1856,4.0,b,,ex1,Didot_1856_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6313031p,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6313031p,https://gallica.bnf.fr/ark:/12148/bpt6k6313031p.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32698036g/date,,http://catalogue.bnf.fr/ark:/12148/cb32698036g,,157.0
DidotBottin_1857a,1857,,00_corpus,12000:DidotBottin,DidotBottin,"Annuaire-almanach du commerce, de l'industrie, de la magistrature",12004:DidotBottin1,DidotBottin1,"Annuaire et almanach du commerce, de l'industrie, de la magistrature et de l'administration, ou almanach des 500.000 adresses de Paris",DidotBottin_1857,4.0,a,,ex1,DidotBottin_1857_ex1,oui,"Annuaire et almanach du commerce, de l'industrie, de la magistrature et de l'administration, 1857",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6305463c,,,,https://gallica.bnf.fr/ark:/12148/bpt6k62900873,https://gallica.bnf.fr/ark:/12148/bpt6k62900873.lowres,"ou Almanach des 500 000 adresses, de Paris, des départements, et des pays étrangers, 60e année de la publication.",,Firmin Didot et Bottin réunis,"Paris, chez Firmin-Didot frères, fils et Cie, Imprimeurs-libraires de l'Institut, rue Jacob, 56",in-4°,,"A Paris. - Typographie de Firmin-Didot frères, rue Jacob, 56.",,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,158.0
DidotBottin_1857b,1857,,00_corpus,12000:DidotBottin,DidotBottin,,12004:DidotBottin1,DidotBottin1,,DidotBottin_1857,4.0,b,,ex1,DidotBottin_1857_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k62900873,,,,https://gallica.bnf.fr/ark:/12148/bpt6k62900873,https://gallica.bnf.fr/ark:/12148/bpt6k62900873.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,159.0
DidotBottin_1858a,1858,,00_corpus,12000:DidotBottin,DidotBottin,,12004:DidotBottin1,DidotBottin1,,DidotBottin_1858,4.0,a,,ex1,DidotBottin_1858_ex1,oui,"Annuaire et almanach du commerce, de l'industrie, de la magistrature et de l'administration, 1858",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6318531z,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6319812z,https://gallica.bnf.fr/ark:/12148/bpt6k6319812z.lowres,"ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers, (Firmin Didot et Bottin réunis), 61e année de la publication.",,,"A Paris, chez Firmin-Didot frères, fils et Cie, imprimeurs-libraires de l'Institut, rue Jacob, 56. [A Londres : Chez Algar and Street, 11 Clement's Lane, Lombard Street  ; Edward Stanford, Colonia Library, 6 Charing Crose et W. Enscoe, 12 Union-Street, Borough-Road]",,,"A Paris. - Typographie de Firmin-Didot frères, rue Jacob, 56.",,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,160.0
DidotBottin_1858b,1858,,00_corpus,12000:DidotBottin,DidotBottin,,12004:DidotBottin1,DidotBottin1,,DidotBottin_1858,4.0,b,,ex1,DidotBottin_1858_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6319812z,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6319812z,https://gallica.bnf.fr/ark:/12148/bpt6k6319812z.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,161.0
DidotBottin_1859a,1859,,00_corpus,12000:DidotBottin,DidotBottin,,12004:DidotBottin1,DidotBottin1,,DidotBottin_1859,4.0,a,,ex1,DidotBottin_1859_ex1,oui,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration, 1859",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6324389h,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6361552b,https://gallica.bnf.fr/ark:/12148/bpt6k6361552b.lowres,"ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers (Didot-Bottin), 62e année de la publication.",,,"A Paris, chez Firmin-Didot frères, fils et Cie, imprimeurs-libraires de l'Institut, rue Jacob, 56. [A Londres : Chez Algar and Street, 11 Clement's Lane, Lombard Street et W. Enscoe, 9 Northumberland-Street, Strand]",,Broché : 14 fr - Relié toile : 16 fr - Relié basane : 17 fr. - Relié en 2 volumes : 19 fr.,"A Paris. - Typographie de Firmin-Didot frères, fils et Cie, rue Jacob, 56.",,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,162.0
DidotBottin_1859b,1859,,00_corpus,12000:DidotBottin,DidotBottin,,12004:DidotBottin1,DidotBottin1,,DidotBottin_1859,4.0,b,,ex1,DidotBottin_1859_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6361552b,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6361552b,https://gallica.bnf.fr/ark:/12148/bpt6k6361552b.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,163.0
DidotBottin_1860a,1860,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration ou almanach des 500.000 adresses",DidotBottin_1860,4.0,a,,ex1,DidotBottin_1860_ex1,oui,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers 1860",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63243920,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63146987,https://gallica.bnf.fr/ark:/12148/bpt6k63146987.lowres,,,"Didot-Bottin. Paris, Firmin-Didot [frères, fils] [et Cie], rue Jacob, 56, in-4°.",,in-4°,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,164.0
DidotBottin_1860b,1860,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1860,4.0,b,,ex1,DidotBottin_1860_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63146987,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63146987,https://gallica.bnf.fr/ark:/12148/bpt6k63146987.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,165.0
DidotBottin_1861a,1861,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1861,4.0,a,,ex1,DidotBottin_1861_ex1,oui,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers 1861",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6309075f,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63225121,https://gallica.bnf.fr/ark:/12148/bpt6k63225121.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,166.0
DidotBottin_1861b,1861,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1861,4.0,b,,ex1,DidotBottin_1861_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63225121,,,,https://gallica.bnf.fr/ark:/12148/bpt6k63225121,https://gallica.bnf.fr/ark:/12148/bpt6k63225121.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,167.0
DidotBottin_1862a,1862,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1862,4.0,a,,ex1,DidotBottin_1862_ex1,oui,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration, 1862",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6333200c,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6290581b,https://gallica.bnf.fr/ark:/12148/bpt6k6290581b.lowres,"ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers (Didot-Bottin), 65e année de la publication.",,,"A Paris, chez Firmin-Didot frères, fils et Cie, imprimeurs-libraires de l'Institut, rue Jacob, 56. [A Londres, agent : J. Kremer, 5, Warwick square, E. C.]",,,"A Paris. - Typographie de Firmin-Didot frères, fils et Cie, rue Jacob, 56.",,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,168.0
DidotBottin_1862b,1862,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1862,4.0,b,,ex1,DidotBottin_1862_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6290581b,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6290581b,https://gallica.bnf.fr/ark:/12148/bpt6k6290581b.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,169.0
DidotBottin_1863a,1863,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1863,4.0,a,,ex1,DidotBottin_1863_ex1,oui,"Annuaire-almanach du commerce, de l'industrie, de la magistrature et de l'administration ou almanach des 500.000 adresses de Paris, des départements et des pays étrangers 1863",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k63243905,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6532176b,https://gallica.bnf.fr/ark:/12148/bpt6k6532176b.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,170.0
DidotBottin_1863b,1863,,00_corpus,12000:DidotBottin,DidotBottin,,12005:DidotBottin2,DidotBottin2,,DidotBottin_1863,4.0,b,,ex1,DidotBottin_1863_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6532176b,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6532176b,https://gallica.bnf.fr/ark:/12148/bpt6k6532176b.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32695639f/date,,https://catalogue.bnf.fr/ark:/12148/cb32695639f,,171.0
